policy_id,subscription_length,vehicle_age,customer_age,region_code,region_density,segment,model,fuel_type,max_torque,max_power,engine_type,airbags,is_esc,is_adjustable_steering,is_tpms,is_parking_sensors,is_parking_camera,rear_brakes_type,displacement,cylinder,transmission_type,steering_type,turning_radius,length,width,gross_weight,is_front_fog_lights,is_rear_window_wiper,is_rear_window_washer,is_rear_window_defogger,is_brake_assist,is_power_door_locks,is_central_locking,is_power_steering,is_driver_seat_height_adjustable,is_day_night_rear_view_mirror,is_ecw,is_speed_alert,ncap_rating,claim_status,customer_id
POL031868,10.3,0.6,41.0,C2,27003.0,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,1.5 L U2 CRDi,6.0,Yes,Yes,Yes,Yes,Yes,Disc,1493.0,4.0,Automatic,Power,5.2,4300.0,1790.0,1720.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3.0,0,26628
POL017672,10.7,2.4,58.0,C8,8794.0,B1,M8,CNG,82.1Nm@3400rpm,55.92bhp@5300rpm,K10C,2.0,No,No,No,Yes,No,Drum,998.0,3.0,Manual,Power,4.7,3655.0,1620.0,1340.0,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,2.0,0,15199
POL028580,0.1,0.8,48.0,C2,27003.0,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,F8D Petrol Engine,2.0,No,No,No,Yes,No,Drum,796.0,3.0,Manual,Power,4.6,3445.0,1515.0,1185.0,No,No,No,No,No,No,No,Yes,No,No,No,Yes,0.0,0,3986
POL044137,1.8,0.2,43.0,C5,34738.0,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,F8D Petrol Engine,2.0,No,No,No,Yes,No,Drum,796.0,3.0,Manual,Power,4.6,3445.0,1515.0,1185.0,No,No,No,No,No,No,No,Yes,No,No,No,Yes,0.0,0,29476
POL007665,11.0,1.6,44.0,C7,6112.0,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,1.5 L U2 CRDi,6.0,Yes,Yes,Yes,Yes,Yes,Disc,1493.0,4.0,Automatic,Power,5.2,4300.0,1790.0,1720.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3.0,0,19404
POL048970,10.4,1.6,57.0,C8,8794.0,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,K Series Dual jet,2.0,No,Yes,No,Yes,No,Drum,1197.0,4.0,Manual,Electric,4.8,3845.0,1735.0,1335.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.0,0,3682
POL035668,2.2,1.2,44.0,C3,4076.0,C1,M9,Diesel,200Nm@1750rpm,97.89bhp@3600rpm,i-DTEC,2.0,No,Yes,No,Yes,Yes,Drum,1498.0,4.0,Manual,Electric,4.9,3995.0,1695.0,1051.0,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.0,0,26020
POL025306,12.9,2.2,48.0,C5,34738.0,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,1.5 L U2 CRDi,6.0,Yes,Yes,Yes,Yes,Yes,Disc,1493.0,4.0,Automatic,Power,5.2,4300.0,1790.0,1720.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3.0,1,27587
POL017241,9.8,0.2,44.0,C5,34738.0,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,F8D Petrol Engine,2.0,No,No,No,Yes,No,Drum,796.0,3.0,Manual,Power,4.6,3445.0,1515.0,1185.0,No,No,No,No,No,No,No,Yes,No,No,No,Yes,0.0,0,37522
POL033516,7.8,0.8,43.0,C13,5410.0,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,F8D Petrol Engine,2.0,No,No,No,Yes,No,Drum,796.0,3.0,Manual,Power,4.6,3445.0,1515.0,1185.0,No,No,No,No,No,No,No,Yes,No,No,No,Yes,0.0,0,36771
POL034494,2.4,0.4,42.0,C10,18826.858666712174,B1,M8,CNG,82.1Nm@3400rpm,55.92bhp@5300rpm,K10C,2.0,No,No,No,Yes,No,Drum,998.0,3.0,Manual,Power,4.7,3655.0,1620.0,1340.0,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,2.0,0,5630
POL050749,10.5,1.4,48.0,C8,8794.0,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,1.5 L U2 CRDi,6.0,Yes,Yes,Yes,Yes,Yes,Disc,1493.0,4.0,Automatic,Power,5.2,4300.0,1790.0,1720.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3.0,0,27711
POL022732,1.4,1.8,60.0,C2,27003.0,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,1.5 L U2 CRDi,6.0,Yes,Yes,Yes,Yes,Yes,Disc,1493.0,4.0,Automatic,Power,5.2,4300.0,1790.0,1720.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3.0,0,30329
POL010010,8.1,0.4,48.0,C2,27003.0,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,F8D Petrol Engine,2.0,No,No,No,Yes,No,Drum,796.0,3.0,Manual,Power,4.6,3445.0,1515.0,1185.0,No,No,No,No,No,No,No,Yes,No,No,No,Yes,0.0,0,12279
POL016015,8.6,0.4,36.0,C4,21622.0,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,F8D Petrol Engine,2.0,No,No,No,Yes,No,Drum,796.0,3.0,Manual,Power,4.6,3445.0,1515.0,1185.0,No,No,No,No,No,No,No,Yes,No,No,No,Yes,0.0,0,8418
POL042214,11.2,0.6,47.0,C8,8794.0,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,1.5 L U2 CRDi,6.0,Yes,Yes,Yes,Yes,Yes,Disc,1493.0,4.0,Automatic,Power,5.2,4300.0,1790.0,1720.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3.0,0,34766
POL030167,12.1,3.8,48.0,C8,8794.0,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,1.5 L U2 CRDi,6.0,Yes,Yes,Yes,Yes,Yes,Disc,1493.0,4.0,Automatic,Power,5.2,4300.0,1790.0,1720.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3.0,0,8964
POL032981,11.5,1.6,60.0,C8,8794.0,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,1.5 L U2 CRDi,6.0,Yes,Yes,Yes,Yes,Yes,Disc,1493.0,4.0,Automatic,Power,5.2,4300.0,1790.0,1720.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3.0,0,37293
POL057532,10.5,0.8,39.0,C8,8794.0,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,K Series Dual jet,2.0,No,Yes,No,Yes,No,Drum,1197.0,4.0,Manual,Electric,4.8,3845.0,1735.0,1335.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.0,0,25010
POL043310,9.8,2.4,47.0,C9,17804.0,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,1.5 L U2 CRDi,6.0,Yes,Yes,Yes,Yes,Yes,Disc,1493.0,4.0,Automatic,Power,5.2,4300.0,1790.0,1720.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3.0,0,27676
POL048344,1.2,0.6,45.0,C19,27742.0,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,F8D Petrol Engine,2.0,No,No,No,Yes,No,Drum,796.0,3.0,Manual,Power,4.6,3445.0,1515.0,1185.0,No,No,No,No,No,No,No,Yes,No,No,No,Yes,0.0,0,36176
POL040607,3.1,3.6,50.0,C8,8794.0,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,1.5 L U2 CRDi,6.0,Yes,Yes,Yes,Yes,Yes,Disc,1493.0,4.0,Automatic,Power,5.2,4300.0,1790.0,1720.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3.0,0,6732
POL034661,1.0,1.8,41.0,C10,18826.858666712174,C1,M9,Diesel,200Nm@1750rpm,97.89bhp@3600rpm,i-DTEC,2.0,No,Yes,No,Yes,Yes,Drum,1498.0,4.0,Manual,Electric,4.9,3995.0,1695.0,1051.0,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.0,1,11333
POL057388,1.4,2.4,40.0,C6,13051.0,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,1.5 L U2 CRDi,6.0,Yes,Yes,Yes,Yes,Yes,Disc,1493.0,4.0,Automatic,Power,5.2,4300.0,1790.0,1720.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3.0,0,19178
POL028878,2.3,0.4,35.0,C17,18826.858666712174,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,F8D Petrol Engine,2.0,No,No,No,Yes,No,Drum,796.0,3.0,Manual,Power,4.6,3445.0,1515.0,1185.0,No,No,No,No,No,No,No,Yes,No,No,No,Yes,0.0,0,23719
POL031696,12.1,0.8,47.0,C8,8794.0,C1,M11,Petrol,170Nm@4000rpm,118.36bhp@5500rpm,1.5 Turbocharged Revotron,2.0,Yes,No,No,Yes,Yes,Drum,1199.0,3.0,Manual,Power,5.1,3993.0,1811.0,1660.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,5.0,0,2912
POL027778,0.3,0.2,41.0,C3,4076.0,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,F8D Petrol Engine,2.0,No,No,No,Yes,No,Drum,796.0,3.0,Manual,Power,4.6,3445.0,1515.0,1185.0,No,No,No,No,No,No,No,Yes,No,No,No,Yes,0.0,0,18800
POL052739,2.0,0.4,39.0,C5,34738.0,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,F8D Petrol Engine,2.0,No,No,No,Yes,No,Drum,796.0,3.0,Manual,Power,4.6,3445.0,1515.0,1185.0,No,No,No,No,No,No,No,Yes,No,No,No,Yes,0.0,0,15195
POL040386,1.9,1.4,39.0,C3,4076.0,B1,M8,CNG,82.1Nm@3400rpm,55.92bhp@5300rpm,K10C,2.0,No,No,No,Yes,No,Drum,998.0,3.0,Manual,Power,4.7,3655.0,1620.0,1340.0,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,2.0,0,4952
POL046149,3.5,1.8,40.0,C3,4076.0,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,F8D Petrol Engine,2.0,No,No,No,Yes,No,Drum,796.0,3.0,Manual,Power,4.6,3445.0,1515.0,1185.0,No,No,No,No,No,No,No,Yes,No,No,No,Yes,0.0,0,28334
POL051443,1.3,2.4,43.0,C12,34791.0,C1,M11,Petrol,170Nm@4000rpm,118.36bhp@5500rpm,1.5 Turbocharged Revotron,2.0,Yes,No,No,Yes,Yes,Drum,1199.0,3.0,Manual,Power,5.1,3993.0,1811.0,1660.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,5.0,0,21674
POL052714,10.0,0.2,44.0,C5,34738.0,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,F8D Petrol Engine,2.0,No,No,No,Yes,No,Drum,796.0,3.0,Manual,Power,4.6,3445.0,1515.0,1185.0,No,No,No,No,No,No,No,Yes,No,No,No,Yes,0.0,0,5566
POL029120,12.5,0.4,47.0,C10,18826.858666712174,A,M3,Petrol,91Nm@4250rpm,67.06bhp@5500rpm,1.0 SCe,2.0,No,No,No,No,Yes,Drum,999.0,3.0,Automatic,Electric,5.0,3731.0,1579.0,1155.0,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,2.0,0,22822
POL026071,0.4,0.0,36.0,C3,4076.0,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,F8D Petrol Engine,2.0,No,No,No,Yes,No,Drum,796.0,3.0,Manual,Power,4.6,3445.0,1515.0,1185.0,No,No,No,No,No,No,No,Yes,No,No,No,Yes,0.0,0,25495
POL040163,7.0,3.0,54.0,C2,27003.0,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,1.5 L U2 CRDi,6.0,Yes,Yes,Yes,Yes,Yes,Disc,1493.0,4.0,Automatic,Power,5.2,4300.0,1790.0,1720.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3.0,0,33942
POL040768,3.7,0.6,49.0,C9,17804.0,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,F8D Petrol Engine,2.0,No,No,No,Yes,No,Drum,796.0,3.0,Manual,Power,4.6,3445.0,1515.0,1185.0,No,No,No,No,No,No,No,Yes,No,No,No,Yes,0.0,0,8625
POL037240,0.7,0.4,53.0,C8,8794.0,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,1.5 L U2 CRDi,6.0,Yes,Yes,Yes,Yes,Yes,Disc,1493.0,4.0,Automatic,Power,5.2,4300.0,1790.0,1720.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3.0,0,836
POL049281,12.1,1.2,62.0,C1,4990.0,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,1.5 L U2 CRDi,6.0,Yes,Yes,Yes,Yes,Yes,Disc,1493.0,4.0,Automatic,Power,5.2,4300.0,1790.0,1720.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3.0,0,18647
POL041573,0.0,0.6,40.0,C3,4076.0,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,F8D Petrol Engine,2.0,No,No,No,Yes,No,Drum,796.0,3.0,Manual,Power,4.6,3445.0,1515.0,1185.0,No,No,No,No,No,No,No,Yes,No,No,No,Yes,0.0,0,11825
POL021560,10.9,0.4,40.0,C8,8794.0,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,1.5 L U2 CRDi,6.0,Yes,Yes,Yes,Yes,Yes,Disc,1493.0,4.0,Automatic,Power,5.2,4300.0,1790.0,1720.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3.0,0,37336
POL008444,5.4,0.4,39.0,C2,27003.0,C1,M2,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,1.2 L K12N Dualjet,2.0,Yes,Yes,No,Yes,Yes,Drum,1197.0,4.0,Automatic,Electric,4.8,3995.0,1735.0,1335.0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.0,0,3816
POL012620,10.5,1.6,41.0,C14,7788.0,C1,M9,Diesel,200Nm@1750rpm,97.89bhp@3600rpm,i-DTEC,2.0,No,Yes,No,Yes,Yes,Drum,1498.0,4.0,Manual,Electric,4.9,3995.0,1695.0,1051.0,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.0,0,2430
POL041286,0.7,0.6,37.0,C8,8794.0,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,F8D Petrol Engine,2.0,No,No,No,Yes,No,Drum,796.0,3.0,Manual,Power,4.6,3445.0,1515.0,1185.0,No,No,No,No,No,No,No,Yes,No,No,No,Yes,0.0,0,2608
POL014990,2.1,3.0,51.0,C8,8794.0,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,K Series Dual jet,2.0,No,Yes,No,Yes,No,Drum,1197.0,4.0,Manual,Electric,4.8,3845.0,1735.0,1335.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.0,0,25651
POL047563,9.3,0.4,56.0,C7,6112.0,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,F8D Petrol Engine,2.0,No,No,No,Yes,No,Drum,796.0,3.0,Manual,Power,4.6,3445.0,1515.0,1185.0,No,No,No,No,No,No,No,Yes,No,No,No,Yes,0.0,0,38699
POL030313,11.0,0.6,52.0,C12,34791.0,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,K Series Dual jet,2.0,No,Yes,No,Yes,No,Drum,1197.0,4.0,Manual,Electric,4.8,3845.0,1735.0,1335.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.0,0,32354
POL050037,11.8,0.2,50.0,C2,27003.0,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,1.5 L U2 CRDi,6.0,Yes,Yes,Yes,Yes,Yes,Disc,1493.0,4.0,Automatic,Power,5.2,4300.0,1790.0,1720.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3.0,0,36791
POL008314,10.4,0.2,43.0,C3,4076.0,C1,M2,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,1.2 L K12N Dualjet,2.0,Yes,Yes,No,Yes,Yes,Drum,1197.0,4.0,Automatic,Electric,4.8,3995.0,1735.0,1335.0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.0,0,11992
POL026120,4.8,1.4,37.0,C6,13051.0,A,M3,Petrol,91Nm@4250rpm,67.06bhp@5500rpm,1.0 SCe,2.0,No,No,No,No,Yes,Drum,999.0,3.0,Automatic,Electric,5.0,3731.0,1579.0,1155.0,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,2.0,1,21169
POL024726,11.0,3.4,47.0,C9,17804.0,B2,M7,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,1.2 L K Series Engine,6.0,Yes,Yes,No,Yes,Yes,Drum,1197.0,4.0,Automatic,Electric,4.85,3990.0,1745.0,1410.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.0,0,31100
POL006852,10.8,3.8,62.0,C11,6108.0,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,F8D Petrol Engine,2.0,No,No,No,Yes,No,Drum,796.0,3.0,Manual,Power,4.6,3445.0,1515.0,1185.0,No,No,No,No,No,No,No,Yes,No,No,No,Yes,0.0,0,35920
POL014844,1.9,1.8,38.0,C2,27003.0,B1,M8,CNG,82.1Nm@3400rpm,55.92bhp@5300rpm,K10C,2.0,No,No,No,Yes,No,Drum,998.0,3.0,Manual,Power,4.7,3655.0,1620.0,1340.0,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,2.0,0,31417
POL001798,4.5,3.0,39.0,C10,18826.858666712174,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,K Series Dual jet,2.0,No,Yes,No,Yes,No,Drum,1197.0,4.0,Manual,Electric,4.8,3845.0,1735.0,1335.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.0,0,5581
POL015980,9.6,2.6,41.0,C12,34791.0,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,1.5 L U2 CRDi,6.0,Yes,Yes,Yes,Yes,Yes,Disc,1493.0,4.0,Automatic,Power,5.2,4300.0,1790.0,1720.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3.0,0,7055
POL020814,7.6,0.2,54.0,C1,4990.0,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,F8D Petrol Engine,2.0,No,No,No,Yes,No,Drum,796.0,3.0,Manual,Power,4.6,3445.0,1515.0,1185.0,No,No,No,No,No,No,No,Yes,No,No,No,Yes,0.0,0,24091
POL038430,6.4,0.6,38.0,C11,6108.0,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,F8D Petrol Engine,2.0,No,No,No,Yes,No,Drum,796.0,3.0,Manual,Power,4.6,3445.0,1515.0,1185.0,No,No,No,No,No,No,No,Yes,No,No,No,Yes,0.0,0,15824
POL007468,4.2,0.2,39.0,C7,6112.0,B1,M8,CNG,82.1Nm@3400rpm,55.92bhp@5300rpm,K10C,2.0,No,No,No,Yes,No,Drum,998.0,3.0,Manual,Power,4.7,3655.0,1620.0,1340.0,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,2.0,1,37342
POL000626,12.4,1.4,41.0,C8,8794.0,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,1.5 L U2 CRDi,6.0,Yes,Yes,Yes,Yes,Yes,Disc,1493.0,4.0,Automatic,Power,5.2,4300.0,1790.0,1720.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3.0,0,15340
POL056941,3.0,4.4,40.0,C8,8794.0,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,1.5 L U2 CRDi,6.0,Yes,Yes,Yes,Yes,Yes,Disc,1493.0,4.0,Automatic,Power,5.2,4300.0,1790.0,1720.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3.0,0,3492
POL014874,11.0,2.4,54.0,C8,8794.0,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,F8D Petrol Engine,2.0,No,No,No,Yes,No,Drum,796.0,3.0,Manual,Power,4.6,3445.0,1515.0,1185.0,No,No,No,No,No,No,No,Yes,No,No,No,Yes,0.0,0,707
POL012632,1.4,1.6,54.0,C11,6108.0,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,K Series Dual jet,2.0,No,Yes,No,Yes,No,Drum,1197.0,4.0,Manual,Electric,4.8,3845.0,1735.0,1335.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.0,0,31958
POL050763,10.6,4.4,54.0,C2,27003.0,B2,M5,Diesel,200Nm@3000rpm,88.77bhp@4000rpm,1.5 Turbocharged Revotorq,2.0,No,Yes,No,Yes,No,Drum,1497.0,4.0,Manual,Electric,5.0,3990.0,1755.0,1490.0,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,5.0,0,15729
POL035267,11.2,0.4,48.0,C13,5410.0,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,K Series Dual jet,2.0,No,Yes,No,Yes,No,Drum,1197.0,4.0,Manual,Electric,4.8,3845.0,1735.0,1335.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.0,0,6998
POL043369,6.9,0.8,47.0,C3,4076.0,B2,M7,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,1.2 L K Series Engine,6.0,Yes,Yes,No,Yes,Yes,Drum,1197.0,4.0,Automatic,Electric,4.85,3990.0,1745.0,1410.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.0,0,38002
POL058086,12.5,1.6,60.0,C5,34738.0,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,K Series Dual jet,2.0,No,Yes,No,Yes,No,Drum,1197.0,4.0,Manual,Electric,4.8,3845.0,1735.0,1335.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.0,0,38524
POL056154,10.7,0.4,41.0,C8,8794.0,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,1.5 L U2 CRDi,6.0,Yes,Yes,Yes,Yes,Yes,Disc,1493.0,4.0,Automatic,Power,5.2,4300.0,1790.0,1720.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3.0,0,25164
POL000832,11.0,0.6,48.0,C2,27003.0,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,K Series Dual jet,2.0,No,Yes,No,Yes,No,Drum,1197.0,4.0,Manual,Electric,4.8,3845.0,1735.0,1335.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.0,0,17719
POL039990,10.5,2.4,40.0,C2,27003.0,B1,M8,CNG,82.1Nm@3400rpm,55.92bhp@5300rpm,K10C,2.0,No,No,No,Yes,No,Drum,998.0,3.0,Manual,Power,4.7,3655.0,1620.0,1340.0,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,2.0,1,21973
POL051313,0.9,3.0,49.0,C10,18826.858666712174,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,F8D Petrol Engine,2.0,No,No,No,Yes,No,Drum,796.0,3.0,Manual,Power,4.6,3445.0,1515.0,1185.0,No,No,No,No,No,No,No,Yes,No,No,No,Yes,0.0,0,18232
POL017895,3.6,2.4,35.0,C8,8794.0,C1,M9,Diesel,200Nm@1750rpm,97.89bhp@3600rpm,i-DTEC,2.0,No,Yes,No,Yes,Yes,Drum,1498.0,4.0,Manual,Electric,4.9,3995.0,1695.0,1051.0,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.0,0,12127
POL032849,2.6,0.0,38.0,C3,4076.0,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,F8D Petrol Engine,2.0,No,No,No,Yes,No,Drum,796.0,3.0,Manual,Power,4.6,3445.0,1515.0,1185.0,No,No,No,No,No,No,No,Yes,No,No,No,Yes,0.0,0,23596
POL035447,1.5,2.4,36.0,C8,8794.0,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,K Series Dual jet,2.0,No,Yes,No,Yes,No,Drum,1197.0,4.0,Manual,Electric,4.8,3845.0,1735.0,1335.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.0,0,12119
POL033548,9.7,3.2,36.0,C8,8794.0,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,K Series Dual jet,2.0,No,Yes,No,Yes,No,Drum,1197.0,4.0,Manual,Electric,4.8,3845.0,1735.0,1335.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.0,0,3318
POL011199,0.8,3.2,39.0,C8,8794.0,C2,M4,Diesel,250Nm@2750rpm,113.45bhp@4000rpm,1.5 L U2 CRDi,6.0,Yes,Yes,Yes,Yes,Yes,Disc,1493.0,4.0,Automatic,Power,5.2,4300.0,1790.0,1720.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,3.0,0,15505
POL033438,4.7,1.0,37.0,C10,18826.858666712174,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,F8D Petrol Engine,2.0,No,No,No,Yes,No,Drum,796.0,3.0,Manual,Power,4.6,3445.0,1515.0,1185.0,No,No,No,No,No,No,No,Yes,No,No,No,Yes,0.0,0,3058
POL021635,1.0,0.0,43.0,C11,6108.0,A,M1,CNG,60Nm@3500rpm,40.36bhp@6000rpm,F8D Petrol Engine,2.0,No,No,No,Yes,No,Drum,796.0,3.0,Manual,Power,4.6,3445.0,1515.0,1185.0,No,No,No,No,No,No,No,Yes,No,No,No,Yes,0.0,0,26661
POL037198,11.0,1.6,57.0,C2,27003.0,B2,M6,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,K Series Dual jet,2.0,No,Yes,No,Yes,No,Drum,1197.0,4.0,Manual,Electric,4.8,3845.0,1735.0,1335.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.0,0,37197
POL042108,10.7,0.4,52.0,C8,8794.0,B2,M7,Petrol,113Nm@4400rpm,88.50bhp@6000rpm,1.2 L K Series Engine,6.0,Yes,Yes,No,Yes,Yes,Drum,1197.0,4.0,Automatic,Electric,4.85,3990.0,1745.0,1410.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.0,0,403
